-0.7099179,-0.07878166,0.25867274,-0.050258093,0.7870722,0.29474136,-0.09343398,-0.37154716,0.9822328,0.8710102,0.6870712,-0.06129932,-0.027822958,-0.0018062487,0.2340934,0.19188085,0.3861109,1.0541365,-0.035028238,0.039705243
-0.28799942,-0.0726881,0.2663185,-0.15799622,0.38721707,0.13507885,0.028736781,-0.3378415,0.31760284,0.540184,0.6300134,-0.38261473,-0.09708023,0.059295584,-0.010738779,0.067632996,0.34083018,0.50492376,-0.102395594,0.120370075
-0.18317531,-0.155961,0.090013266,0.02196666,0.028449396,0.07603939,0.10516141,-0.3274894,-0.15990104,0.49745947,0.17451519,-0.25638115,0.09708078,-0.2684374,-0.1134365,0.07436164,0.25515947,0.051379852,0.075570315,0.23299882
-0.6089646,0.15427117,0.25045964,0.07335164,1.0543674,0.3952911,0.044689085,-0.33119917,1.0635225,0.38905162,0.36422795,0.09154685,-0.1590421,-0.211247,0.14871639,0.19181564,0.20803697,1.2282805,0.07576808,-0.016940657
-0.37279335,-0.08574332,-0.048684783,0.10800057,0.13970935,0.05497053,0.03209368,-0.39935553,0.20442018,0.31350395,0.22829781,-0.22047737,0.10417607,0.005468685,-0.0050754943,0.050713707,0.37426662,0.28415108,-0.08041223,-0.0019561367
-0.3184208,-0.04356128,0.20009513,0.08454967,0.23770638,0.16038607,0.10077075,-0.24477077,0.40900674,0.36535782,0.25782898,-0.16541055,-0.0605506,0.06188243,-0.03031414,0.08782503,0.3352677,0.38660237,-0.08486869,0.10280673
-0.4780035,-0.020499704,0.3057795,-0.1331481,0.5677682,0.2361772,0.0701079,-0.5631384,0.5864531,0.9600641,0.8330747,-0.4913736,-0.028571356,0.20607965,-0.019787697,0.09260113,0.54497695,0.7705495,-0.1284163,0.18118773
-0.2912741,0.07782359,0.08835728,-0.11113455,0.3719626,0.13609116,-0.048414417,-0.014051071,0.569957,0.113837525,0.1269711,0.15863004,-0.14554316,-0.12765308,0.13211998,0.027581502,0.054628648,0.52457875,0.09848684,-0.018299125
-0.32274622,-0.04918822,-0.058211364,0.09865902,0.19053732,0.1481252,-0.07676586,-0.4088342,0.2468401,0.39383143,0.23798504,-0.3883881,0.109001674,0.12255882,-0.036938667,-0.0038257185,0.27702785,0.32723862,-0.18217409,-0.024662355
-0.26876384,-0.01047294,0.21358506,-0.07847233,0.3103625,0.11667871,-0.06579467,-0.3307974,0.39693266,0.580688,0.411088,-0.19584891,0.013149888,0.1112326,0.02234414,0.05024455,0.2511814,0.39823306,-0.06667345,0.081068486
0.07283717,-0.08613067,0.2503079,-0.20168619,0.10076192,0.11037065,-0.17575128,-0.2829298,0.53355974,0.27309313,0.41845557,-0.13887435,0.04083571,0.35494927,0.042875897,0.14139931,0.20533675,0.28018183,-0.27087602,0.16554572
-0.662736,0.07486831,0.18115808,0.059742335,0.57820743,0.17699152,-0.080772825,-0.4648008,0.7529228,0.90745777,0.6355786,-0.46123862,-0.008304532,0.095064126,-0.06749525,-0.035860427,0.5976536,0.8758512,-0.22699982,0.2891184
-0.33781305,0.0011252332,0.37837788,-0.00061754667,0.118837155,0.00425551,0.11019084,-0.4626998,0.15181154,0.84603345,0.5508997,-0.4128401,-0.051085543,-0.038843922,-0.1675584,0.113135956,0.4863939,0.3727317,-0.15774351,0.26701006
-0.21030474,0.09994238,0.34866866,-0.28689897,0.48838302,0.02615073,0.17384647,-0.061971884,0.23005824,0.56635803,0.5249028,-0.17069593,-0.14636749,0.014740134,-0.13509275,-0.1427644,0.2594548,0.5390506,0.08539948,-0.017695481
-0.37513122,0.058057856,0.14770813,0.23464762,0.42130482,0.33441368,-0.13210304,-0.4491426,0.37497732,0.65371126,0.4596941,-0.21544553,0.16075546,0.025596786,-0.08429254,0.002461881,0.31751063,0.5144481,-0.23265639,0.18484743
