,vec0,vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,vec11,vec12,vec13,vec14,vec15,vec16,vec17,vec18,vec19
123,-0.499442,-0.056139,0.211323,-0.169166,0.580927,0.249322,0.076896,-0.066857,0.746751,0.434056,0.203665,0.065839,-0.113105,-0.130644,0.092419,0.022145,0.258356,0.768526,0.153663,0.056808
124,-0.479946,-0.035158,0.185569,0.030428,0.403040,0.192056,-0.102557,-0.503564,0.430102,0.761480,0.598757,-0.309607,0.046100,0.110234,0.065094,0.034382,0.322050,0.645170,-0.230250,0.163407
125,-0.384304,0.041175,0.167356,0.096616,0.372921,0.287894,-0.037223,-0.402268,0.514112,0.585139,0.538864,-0.268438,0.012822,0.114807,-0.031927,-0.016281,0.418523,0.605474,-0.031787,0.000498
126,-0.292295,0.218670,0.246050,-0.038190,0.404817,0.222348,-0.105992,-0.339257,0.444202,0.572301,0.560921,-0.241205,-0.048573,0.122238,-0.116392,-0.233092,0.266168,0.491384,0.026617,-0.087264
127,-0.307539,0.138611,0.082810,-0.189600,0.022272,-0.065092,-0.164221,-0.186105,-0.090394,0.408189,0.775960,-0.371718,0.039903,-0.041587,-0.035862,0.143049,0.106358,0.588609,-0.414652,0.156410
128,-0.326704,-0.036002,0.149860,0.011880,0.331553,0.169530,-0.016587,-0.305009,0.275060,0.436635,0.368866,-0.200919,-0.059024,-0.008521,-0.005140,0.072965,0.285028,0.454451,-0.141016,0.043806
129,-0.247312,-0.036451,0.242482,-0.143430,0.332243,0.142748,-0.065884,-0.206920,0.211786,0.576952,0.473740,-0.369727,-0.052298,0.048384,-0.017409,0.040891,0.328970,0.485497,-0.110183,0.079683
130,-0.217891,0.039923,0.213076,-0.149858,0.282320,0.191684,0.029373,-0.215117,0.169541,0.432332,0.345831,-0.251255,-0.092342,0.054412,-0.018484,-0.030461,0.216597,0.371374,-0.036363,0.018432
131,-0.239452,0.093648,0.128617,-0.292040,0.174355,-0.078286,-0.022372,-0.023349,0.174262,0.451852,0.432512,-0.377094,0.020056,-0.011523,-0.085978,0.091451,0.169350,0.377346,-0.109084,0.181307
132,-0.292338,-0.029446,0.013897,0.006654,0.222085,0.115221,0.004847,-0.313954,0.308445,0.402740,0.294369,-0.183147,0.009363,0.096706,-0.006942,0.045182,0.272767,0.327944,-0.079884,0.024266
133,-0.540073,-0.048221,0.498955,-0.081264,0.469410,0.150323,0.008120,-0.684068,0.271804,1.166133,0.905385,-0.621922,-0.041076,-0.053392,-0.055093,0.117401,0.500085,0.776991,-0.108392,0.345006
134,-0.252978,0.086039,0.191454,-0.152475,0.126296,0.095487,-0.050276,-0.190540,0.100200,0.430839,0.606981,-0.211890,-0.104121,-0.050349,-0.129140,-0.015523,0.220189,0.478484,-0.156644,0.028669
135,-0.545978,-0.058836,0.232552,-0.171031,0.568379,0.234156,0.138782,-0.142121,0.740453,0.469169,0.248877,-0.024354,-0.082073,-0.170966,0.085580,0.058178,0.223247,0.764051,0.126504,0.024815
136,-0.129552,0.134113,0.256263,0.066469,0.113490,0.158881,-0.035252,-0.121154,0.137016,0.216150,0.282734,-0.212447,0.034774,0.142390,0.076237,-0.146802,-0.091370,0.305573,-0.066609,-0.012279
137,-0.352977,0.075984,0.346251,-0.297689,0.296849,-0.003816,0.020752,-0.071432,0.221706,0.814564,0.727089,-0.113708,-0.097147,-0.035315,-0.032628,-0.081934,0.158038,0.487450,-0.055650,0.266269
138,-0.091164,-0.003796,0.250246,-0.241573,0.097742,0.160407,-0.048955,-0.121250,0.294336,0.268004,0.418430,-0.057716,-0.056076,0.079675,-0.027331,0.078821,0.161228,0.347645,-0.135091,0.030893
139,-0.263522,-0.131217,0.203453,-0.282506,0.192795,0.161254,-0.090280,-0.619892,0.532546,0.408372,0.634436,-0.403906,0.015608,0.417032,-0.006652,0.202177,0.563979,0.574583,-0.428217,0.114138
140,-0.250544,0.100555,0.214827,-0.119871,0.151647,0.006255,-0.109467,-0.131324,0.203341,0.474315,0.461489,-0.126035,-0.062308,-0.011518,-0.003677,0.045299,0.155326,0.488457,-0.203615,0.074074
141,-0.391169,-0.038245,0.168886,-0.023257,0.376437,0.205640,-0.007495,-0.417321,0.412090,0.632915,0.482092,-0.279796,0.028387,0.038246,0.035388,0.006806,0.350267,0.526349,-0.118392,0.139786
142,-0.340206,-0.009449,0.357351,-0.237077,0.528561,0.227615,-0.000657,-0.030381,0.613968,0.357812,0.409484,0.035793,-0.141787,-0.096008,0.072610,0.045961,0.088455,0.688076,0.168186,0.045524
143,-0.495750,0.017533,0.408113,-0.070450,0.458089,0.212282,-0.120797,-0.633604,0.648000,1.201043,0.804951,-0.390022,-0.093713,0.285687,0.156532,0.195441,0.215389,0.905477,-0.367598,0.180715
144,-0.393781,-0.067264,0.150074,0.028911,0.409690,0.185254,-0.018385,-0.411348,0.431243,0.576102,0.426289,-0.312091,0.049251,0.060609,0.012123,0.050459,0.325502,0.548240,-0.074395,0.064307
145,-0.232226,-0.004752,0.355998,-0.336768,0.404260,0.190925,0.118083,-0.103193,0.432132,0.422553,0.601051,-0.192238,-0.170544,-0.036207,-0.023233,0.117737,0.309972,0.707418,-0.049017,-0.008116
146,-0.258321,0.019225,0.278293,0.189749,0.431328,0.109423,-0.223091,-0.372099,0.541414,0.763983,0.627941,-0.198353,0.067266,0.226460,0.144839,-0.046296,0.119922,0.653138,-0.160848,0.168401
147,-0.018529,-0.004630,0.191956,-0.175067,0.044261,-0.012299,-0.007051,-0.021942,0.172340,0.172596,0.203515,-0.030369,-0.116776,0.110365,0.073030,0.041913,-0.023356,0.202359,-0.065354,0.077527
148,-0.468205,-0.040983,0.203802,-0.023924,0.452337,0.248427,-0.040986,-0.530860,0.439665,0.832609,0.615886,-0.464369,0.070559,0.215233,-0.015676,0.037027,0.449828,0.609450,-0.149981,0.141926
149,-0.272837,-0.253233,0.292759,-0.198833,0.645587,0.469085,0.186639,-0.647960,0.879546,0.774680,0.909917,-0.419055,-0.032756,0.342937,-0.121457,-0.006019,0.646295,0.857346,-0.195619,0.111616
150,-0.192606,-0.040107,0.173074,-0.264074,0.311130,0.070137,0.014494,-0.128975,0.227527,0.468164,0.419161,-0.198323,-0.074015,0.028634,-0.062547,0.077586,0.197475,0.339925,0.024135,0.069644
151,-0.513773,-0.062793,-0.229297,0.244189,0.217320,0.182283,0.086045,-0.647560,0.074461,0.385531,0.198646,-0.261474,0.050616,0.103135,-0.132669,0.065527,0.615053,0.384870,-0.108713,0.048915
152,-0.599627,-0.067302,-0.216109,0.228794,0.321829,0.240089,0.122329,-0.736500,0.294137,0.479908,0.357933,-0.364883,0.026590,0.003435,-0.164039,0.069834,0.683135,0.564575,-0.083243,-0.014179
153,-0.459104,-0.103003,-0.200766,0.233750,0.246848,0.253283,0.033792,-0.590345,0.281665,0.434387,0.229548,-0.285004,-0.015948,0.027500,-0.107186,-0.019813,0.577099,0.399999,-0.141372,-0.059724
154,-0.607234,-0.154802,-0.007290,0.049973,0.260580,0.219791,0.010032,-0.633150,0.293582,0.994574,0.655672,-0.490519,0.059412,-0.092529,-0.109826,0.007977,0.421216,0.569028,-0.224345,0.167920
155,-0.526638,-0.360317,-0.377182,0.480175,0.228094,0.218413,-0.013980,-0.808670,0.512676,0.783251,0.128031,-0.420816,0.160078,0.053057,-0.099575,0.047196,0.468043,0.390767,-0.163695,0.233605
156,-0.356349,0.061122,0.172118,-0.097074,0.377440,0.110179,-0.045374,-0.451269,0.404158,0.744182,0.552508,-0.280262,-0.071194,-0.027275,-0.070213,0.073522,0.353154,0.618454,-0.113804,0.062823
157,-0.419657,-0.075873,0.167811,-0.486286,0.422695,0.124123,0.171338,0.132585,0.456247,0.268293,0.304287,-0.034765,-0.158743,-0.241248,-0.092192,0.083915,0.290403,0.502558,0.277073,0.004456
158,-0.472383,0.007112,0.239481,-0.062447,0.456584,0.249138,0.012447,-0.517401,0.268981,0.869855,0.610903,-0.494352,0.135849,0.077743,0.040856,-0.021903,0.371255,0.455412,0.009358,0.163044
159,-0.331295,-0.108742,0.094005,-0.003992,0.445038,0.320510,0.084938,-0.129113,0.733017,0.260075,-0.025311,-0.012004,-0.127470,-0.026109,0.081339,0.076108,0.206461,0.433712,0.105276,0.094097
160,-0.472537,0.015392,0.175343,0.181956,0.517376,0.460851,-0.231132,-0.678638,0.560071,1.015517,0.616955,-0.472708,0.135959,0.293634,0.116083,0.012547,0.430270,0.612319,-0.273466,0.137840
161,-0.372792,0.131388,0.275249,0.139469,0.454623,0.323738,-0.128716,-0.537165,0.547924,0.837490,0.522038,-0.519490,0.088923,0.251861,0.021487,-0.096230,0.313394,0.482796,-0.082196,0.091706
162,-0.438637,-0.042199,0.188617,-0.184064,0.555612,0.140417,0.136456,0.069094,0.652218,0.214208,0.149259,0.091251,-0.206283,-0.187619,0.063951,0.083985,0.158261,0.763335,0.205698,-0.026508
163,-0.315620,-0.038220,0.209411,-0.284963,0.429715,0.149041,0.068037,-0.229555,0.325270,0.655317,0.580447,-0.299673,-0.013383,0.086302,-0.067159,0.107130,0.321464,0.546580,-0.013552,0.143409
164,-0.610062,-0.116919,0.057853,-0.073982,0.461333,0.123359,0.223016,-0.097835,0.505468,-0.078200,-0.026949,0.060694,-0.120036,-0.110719,0.107749,0.154671,0.228949,0.780562,0.181647,-0.152115
165,-0.483915,-0.034641,0.374366,-0.226228,0.550882,0.190263,-0.008184,-0.162985,0.857122,0.737585,0.456980,-0.135783,-0.234873,0.023631,0.228667,0.046643,0.219205,0.864265,0.052251,0.063209
166,-0.296384,-0.232908,-0.072332,-0.006345,-0.022674,-0.056671,-0.141937,-0.562359,0.102739,0.250960,0.107361,-0.317512,0.336359,0.263625,-0.005260,0.065425,0.373995,0.108229,-0.271408,0.189639
167,-0.630494,-0.180132,0.212153,-0.215132,0.645319,0.321732,0.198980,-0.197524,0.742548,0.694518,0.327076,-0.090146,-0.086418,-0.291619,0.018295,0.082894,0.478338,0.881776,0.208539,0.102030
168,-1.219295,-0.206712,-0.393218,0.869930,0.306522,0.702242,-0.070571,-0.966814,-0.158984,1.322487,0.168485,-0.108887,0.665716,0.926702,0.590591,-0.137628,0.479922,0.312106,0.251871,0.477276
169,-1.149867,-0.023964,-0.162581,0.718703,0.364429,0.670422,-0.145141,-1.072804,0.346329,1.073559,0.277384,-0.583798,0.419996,0.543214,0.283640,-0.050002,0.467561,0.413136,-0.099671,0.378052
170,-0.861358,-0.313450,-0.031786,0.661293,0.175859,0.711750,-0.115630,-0.723783,0.182799,1.311549,0.124764,-0.311120,0.745984,0.768559,0.599762,-0.042985,-0.113202,-0.159314,0.050677,0.712500
171,-0.421832,-0.154653,-0.024755,0.681991,-0.045150,0.491469,-0.230398,-0.950608,0.120094,1.178269,0.180495,-0.421865,0.487712,-0.071153,0.038916,-0.123387,0.106590,-0.100187,0.009718,0.481404
172,-0.675318,-0.322151,-0.114483,0.636252,-0.040063,0.460624,-0.134871,-0.723966,0.122216,1.119321,0.144351,-0.401597,0.697130,0.422255,0.381302,0.033197,-0.213927,-0.080793,-0.149386,0.523154
173,-0.956241,-0.354883,-0.049662,0.751951,0.093551,0.783321,-0.134468,-0.957729,0.130416,1.429983,0.145225,-0.450217,0.774336,0.902144,0.598503,-0.091608,0.081579,-0.042893,-0.045879,0.807530
174,-1.124127,-0.488813,0.210987,0.726083,0.424368,1.237429,-0.359760,-1.087678,0.305004,2.031061,0.577869,-0.556933,0.988908,1.397841,0.908289,-0.129205,-0.132633,-0.171364,-0.051612,1.110472
175,-0.304783,-0.050636,0.116820,0.097955,0.361067,0.349429,-0.062644,-0.416808,0.440920,0.620197,0.608159,-0.244452,0.076334,-0.085173,-0.137391,-0.038672,0.333539,0.367083,-0.087095,0.005009
176,-0.281013,-0.231941,0.203978,0.056320,0.189112,0.348612,-0.221738,-0.543494,0.454286,0.531354,0.464084,-0.336032,0.350714,0.414552,0.173886,0.054582,0.288773,0.120886,-0.110996,-0.021307
177,-0.598857,-0.007173,-0.353702,0.628817,0.078679,0.199046,-0.034204,-0.842224,0.064321,0.422021,0.129043,-0.094967,0.006081,0.129866,-0.151650,0.026370,0.609096,0.523288,-0.289668,0.060459
178,-0.431556,0.110050,-0.157605,0.338287,0.390107,0.205057,0.047397,-0.543948,0.210409,0.401700,0.389865,-0.322225,-0.151159,-0.017999,-0.168590,-0.044546,0.475817,0.424699,-0.186652,-0.011506
179,0.086322,-0.380812,0.249461,-0.402611,0.322708,0.234481,0.183426,-0.390479,0.471616,0.181981,0.572248,-0.465366,-0.021808,0.491661,-0.063088,0.040442,0.670343,0.396481,-0.234841,0.077409
180,-0.481788,-0.134092,-0.357176,0.482140,0.224486,0.124784,-0.025564,-0.901184,0.492676,0.508729,0.280568,-0.115854,-0.011883,0.079273,-0.147359,-0.066315,0.670849,0.501332,-0.310838,0.096836
181,-0.535848,-0.051257,-0.042564,0.668001,0.469112,0.460042,-0.315195,-0.639825,0.453453,0.991714,0.189633,-0.333393,0.256894,0.339622,0.236750,-0.204567,0.344800,0.201003,-0.036342,0.034727
182,-0.426500,0.135585,-0.199613,0.280906,0.265331,0.351872,0.013892,-0.520687,0.310050,0.219220,0.240134,-0.463791,-0.104504,0.014383,-0.165827,-0.117208,0.573199,0.453724,-0.081578,-0.084398
183,-0.669559,-0.005907,0.048848,0.598108,0.470929,0.429792,-0.260054,-0.609260,0.531977,1.054597,0.254319,-0.285884,0.242139,0.300081,0.262060,-0.253770,0.442810,0.196656,-0.014019,0.058027
184,-0.509978,0.042980,0.214892,0.513837,0.348537,0.464066,-0.612526,-0.701667,0.480244,1.258544,0.248254,-0.399807,0.461788,0.488785,0.334473,-0.224082,-0.070405,0.139127,-0.457348,0.245346
185,-0.380097,-0.046892,-0.462503,0.314623,0.322215,0.098287,-0.003387,-0.382643,0.503304,0.070542,0.000905,0.240631,-0.169642,-0.147973,-0.107737,0.062737,0.457893,0.591149,-0.108577,-0.096943
186,-0.624937,-0.017783,0.241529,0.194556,0.613866,0.607814,-0.167965,-0.757883,0.538810,1.275738,0.730921,-0.485676,0.215875,0.534089,0.133146,-0.066576,0.453436,0.571829,-0.188492,0.378426
187,-0.205414,0.019290,0.210450,-0.124061,0.191314,0.066979,-0.033836,-0.236733,0.461873,0.424971,0.376614,-0.165780,-0.080094,0.113820,0.072984,-0.033663,0.212792,0.403164,-0.100651,0.081199
188,-0.563353,0.138911,-0.048300,0.544500,0.373494,0.378676,-0.203490,-0.842900,0.591029,0.723519,0.483060,-0.308318,0.107359,0.172109,0.005873,-0.004273,0.418333,0.653246,-0.336085,0.034962
189,-0.428990,-0.024919,0.203561,0.019604,0.409614,0.207919,-0.044500,-0.433174,0.348143,0.797951,0.561975,-0.353366,0.066230,0.079798,-0.004102,-0.019271,0.361752,0.531614,-0.168911,0.101209
190,-0.836832,-0.175184,0.312922,0.538818,0.264667,0.615183,-0.157587,-0.919198,-0.177933,1.684772,0.384104,-0.543690,0.545011,0.501307,0.260026,-0.039395,0.416390,0.364402,0.013874,0.748293
191,-0.572176,-0.029513,0.237394,0.123705,0.596807,0.336956,-0.111705,-0.684528,0.740266,1.224561,0.750239,-0.568437,0.158781,0.221456,0.041366,0.016249,0.438699,0.702088,-0.217710,0.161740
192,-0.117831,-0.076099,-0.054813,0.333084,0.185732,0.210924,-0.057083,-0.672922,0.472924,0.607985,0.270845,-0.134176,0.039116,0.022458,-0.119587,-0.230302,0.244919,0.292026,-0.180972,0.182119
193,-0.165593,-0.049123,0.241814,0.130447,0.233363,0.073041,-0.103586,-0.266341,0.483301,0.570176,0.253836,-0.061024,0.164989,0.227859,0.119799,-0.069441,0.056905,0.249439,-0.159381,0.187144
194,-0.120878,-0.191495,-0.399925,0.361660,-0.047587,0.132986,0.051697,-0.379188,0.102383,0.368613,-0.144119,-0.090943,0.172300,0.002008,-0.102749,0.080058,0.034000,-0.136795,-0.255679,0.185813
195,0.074390,-0.135591,0.106268,0.232722,0.214413,0.099644,0.076765,-0.210899,0.440900,0.013699,0.126452,0.063667,0.033541,0.198011,0.018132,0.032774,0.038316,0.165966,-0.077385,0.024308
196,-0.133036,-0.102463,0.091532,0.058409,0.359745,0.305036,0.073991,-0.430148,0.567317,0.319702,0.381471,-0.218984,-0.038312,0.212439,-0.091995,-0.055230,0.343736,0.466607,-0.118595,0.066477
197,-0.048871,-0.114665,0.152316,0.190341,0.417403,0.367594,-0.009374,-0.410514,0.535763,0.227946,0.299663,-0.128561,-0.049518,0.205196,-0.005719,-0.043247,0.249593,0.323535,-0.093066,0.024895
198,-0.302914,-0.079480,0.106347,-0.053506,0.227408,0.144783,-0.014046,-0.294788,0.247700,0.459882,0.423092,-0.253085,0.028788,0.044192,-0.061030,0.072490,0.307039,0.390254,-0.060231,0.020119
199,-0.432831,-0.137861,-0.290827,0.239310,0.318464,0.258628,-0.018973,-0.744892,-0.025752,0.634305,0.273915,-0.389286,0.239687,-0.268734,-0.088950,-0.085028,0.339373,0.145013,0.017137,0.045763
200,-0.635424,-0.027298,0.073744,0.114162,0.406783,0.274295,-0.018897,-0.677538,0.535848,0.785355,0.543743,-0.374852,0.148988,0.222109,0.114523,-0.005902,0.396527,0.650310,-0.124679,0.056622
201,-0.305743,0.029732,0.201001,-0.046212,0.460236,0.237359,-0.012376,-0.469206,0.210932,0.700202,0.579770,-0.415216,0.062658,0.019650,-0.012895,-0.107757,0.412175,0.384943,-0.057404,0.026133
202,-0.324725,-0.021506,-0.095563,0.135655,0.227639,0.192471,0.074875,-0.436914,0.195768,0.265258,0.209598,-0.193906,-0.060354,0.004454,-0.159883,-0.034523,0.439703,0.356129,-0.102973,-0.038302
203,-0.314624,-0.039209,0.055657,0.221664,0.322713,0.188352,-0.047051,-0.475543,0.338432,0.673701,0.292424,-0.230479,0.088363,0.129509,-0.002389,0.058865,0.227561,0.358147,-0.211642,0.142403
204,-0.594533,-0.296451,-0.074280,0.389795,0.376295,0.248574,0.126513,-0.751513,0.501593,0.743466,0.481294,-0.260473,0.101687,-0.009258,-0.067071,0.120026,0.650137,0.613173,-0.154732,0.108393
205,-0.499084,0.007606,0.544248,0.346100,0.473098,0.431741,-0.111702,-0.989773,0.599760,1.345718,0.695672,-0.517624,0.215290,0.080076,0.084976,0.015761,0.519798,0.644167,-0.028159,0.312438
206,-0.375207,0.056378,0.219735,-0.180782,0.269161,0.154500,-0.040572,-0.329975,0.398871,0.667963,0.574160,-0.327197,-0.115912,0.118430,0.032969,0.111306,0.234372,0.550934,-0.241838,0.098455
207,-0.132241,-0.251076,-0.158490,0.403884,0.154543,0.279645,0.004968,-0.393085,0.303690,0.637713,-0.058760,-0.344737,0.085176,0.232322,-0.095805,0.122368,0.213806,-0.043601,-0.339766,0.183758
208,-0.231962,-0.260910,-0.359979,0.785988,0.071339,0.128757,-0.167209,-0.573430,0.678905,0.406240,-0.102933,0.054746,0.166507,0.020533,0.052255,0.034946,0.065666,0.181093,-0.287118,0.218734
209,-0.381625,-0.063577,0.072958,0.023916,0.165465,0.228144,-0.154544,-0.342063,0.145362,0.556349,0.374319,-0.232988,-0.004638,0.022096,-0.198192,0.065086,0.396592,0.376673,-0.191436,0.098418
210,-0.450839,-0.021730,-0.312730,0.332704,0.191035,0.243494,0.055805,-0.655846,0.081663,0.324983,0.084912,-0.236222,0.008715,0.059440,-0.135845,-0.014450,0.511821,0.347774,-0.138998,-0.015252
211,-0.415935,-0.056943,0.136842,0.103617,0.460280,0.236791,-0.122628,-0.550183,0.592642,0.826365,0.588645,-0.338320,0.047384,0.127747,-0.023956,0.017686,0.328325,0.605902,-0.202906,0.173864
212,-0.396190,-0.219103,-0.119341,0.369720,0.269560,0.283227,-0.105664,-0.673578,0.335749,0.610989,0.165887,-0.407948,0.202112,-0.017159,-0.099792,-0.059749,0.328233,0.308124,-0.089267,0.154390
213,-0.446022,-0.409397,-0.411750,0.577151,0.185371,0.200107,0.076451,-0.807948,0.572066,0.537502,0.067893,-0.194914,0.131464,0.057390,-0.093424,0.182954,0.547123,0.329874,-0.209852,0.209705
214,-0.467702,0.040496,-0.046089,0.223509,0.260476,0.221223,0.039767,-0.706880,0.122389,0.706155,0.347256,-0.366057,0.140453,0.248323,-0.004172,-0.083189,0.496088,0.419670,-0.174900,0.293473
215,-0.558509,0.050055,-0.098830,0.437670,0.390041,0.400497,0.109714,-0.901590,0.473400,0.733816,0.503956,-0.365082,0.040970,0.097237,-0.164865,-0.008657,0.672097,0.563867,-0.092002,-0.001443
216,-0.441377,0.061989,0.095800,0.186562,0.257266,0.259676,-0.006596,-0.548500,0.317578,0.664642,0.390832,-0.320253,0.039442,0.212209,0.096199,-0.132571,0.354438,0.465864,-0.157783,0.249496
217,-0.527558,0.018221,-0.215969,0.337485,0.327340,0.340168,0.129802,-0.795663,0.278632,0.499261,0.339451,-0.364600,-0.011541,0.062481,-0.172434,-0.074902,0.673653,0.447562,-0.132748,0.066624
218,-0.307021,-0.373783,-0.270158,0.676062,0.046178,0.214906,-0.131043,-0.776429,0.363704,0.716907,0.136121,-0.180379,0.160932,0.103937,-0.073537,0.149198,0.530906,0.113890,-0.289120,0.163408
219,-0.430506,-0.139121,0.064783,0.333686,0.380312,0.121556,-0.037641,-0.643847,0.748756,0.591451,0.374604,-0.115394,0.012027,0.070727,0.071594,0.124976,0.418007,0.604592,-0.202359,0.139445
220,-0.147287,-0.104247,0.007592,0.270881,0.206119,0.234643,-0.099293,-0.462316,0.548242,0.496019,0.093960,-0.177547,0.060958,0.302645,0.046291,0.006735,0.136232,0.085054,-0.290041,0.177760
221,-0.355726,-0.112785,0.039123,0.073871,0.305833,0.117728,-0.039329,-0.478765,0.299938,0.602579,0.298939,-0.331561,0.099811,0.030106,0.018732,-0.009604,0.226130,0.411181,0.019532,0.124992
222,-0.436719,-0.187138,-0.146816,0.158255,0.239913,0.184430,0.014484,-0.642750,0.330433,0.672021,0.275545,-0.341929,0.083357,-0.004846,-0.135565,0.086843,0.468585,0.320131,-0.179381,0.209922
223,-0.384155,-0.143498,0.101647,0.435404,0.433568,0.510681,-0.259282,-1.043654,0.668531,1.068858,0.353289,-0.480574,0.488218,0.296901,0.141127,0.004958,0.239811,0.399411,-0.281919,0.324049
224,-0.130457,-0.356258,-0.387486,0.589838,0.047912,0.192153,0.100266,-0.448939,0.590413,0.259988,-0.298932,-0.205500,0.153332,0.176784,-0.010368,0.295466,0.186960,-0.074788,-0.194812,0.123594
225,-0.273445,-0.131873,-0.081610,0.423503,0.144936,0.253493,-0.180822,-0.501233,0.232987,0.760422,0.092186,-0.206115,0.215900,0.185551,0.125100,0.102874,0.156046,0.107129,-0.244188,0.250837
226,-0.565962,-0.218498,-0.190030,0.275493,0.353474,0.227530,-0.073799,-0.833714,0.593987,0.910423,0.486019,-0.345689,0.191252,0.038494,-0.154253,0.144649,0.647882,0.595459,-0.198532,0.197837
227,-0.048420,-0.205562,0.134331,-0.080122,0.278126,0.192767,0.068729,-0.246946,0.386238,0.302569,0.392596,-0.225574,0.020868,0.197185,-0.020937,-0.048080,0.297549,0.345459,-0.116098,0.069997
228,-0.161025,-0.087855,0.009818,0.009119,0.233031,0.186798,0.011891,-0.231010,0.335670,0.406691,0.140369,-0.257407,-0.025869,0.142194,-0.018749,0.077288,0.274232,0.239328,-0.162148,0.146613
229,-0.271662,0.075183,0.259782,0.225540,0.289286,0.321357,-0.241331,-0.471152,0.525816,0.954106,0.370174,-0.497485,0.276223,0.212769,0.115894,-0.027184,0.098032,0.339112,-0.130722,0.128932
230,-0.620165,-0.082975,-0.358006,0.349822,0.038635,0.209999,-0.035716,-0.653822,0.146060,0.338290,0.086413,-0.251331,0.151330,0.026111,-0.112022,-0.016270,0.455038,0.148954,-0.280891,0.002817
231,0.064105,-0.422370,0.362855,-0.109250,0.564664,0.433984,0.022684,-0.410927,0.666905,0.498258,0.723305,-0.522263,0.010942,0.344934,-0.039806,-0.123228,0.508008,0.485389,-0.368455,0.106152
232,-0.357194,-0.221816,-0.281240,0.387342,0.184273,0.149886,-0.023524,-0.586797,0.312960,0.346142,0.115118,-0.129336,0.020619,-0.074405,-0.132038,0.005871,0.394182,0.338995,-0.118211,0.118952
233,-0.372587,-0.144838,-0.282001,0.289938,-0.049711,-0.072022,-0.067193,-0.391776,-0.049247,0.054506,-0.102373,-0.165701,0.168531,0.039124,0.057029,-0.014690,0.247681,-0.004951,-0.008731,-0.065221
234,-0.418438,0.068833,-0.108750,0.293411,0.405597,0.232375,0.067830,-0.520348,0.252421,0.417391,0.405883,-0.323293,-0.133625,0.028266,-0.094691,-0.002093,0.443485,0.465280,-0.143354,-0.023643
235,-0.170503,-0.199803,-0.178597,0.285250,0.045216,0.064098,0.064169,-0.245799,0.009433,0.160854,0.033593,-0.004183,0.120489,-0.025373,-0.038858,0.007371,0.287868,0.033624,0.040678,0.075808
236,-0.149765,0.022748,0.072343,0.002259,0.199962,0.164825,-0.080768,-0.258229,0.269813,0.467727,0.357007,-0.156990,0.038390,0.052439,0.011178,-0.009012,0.227097,0.320777,-0.091367,0.065970
237,-0.360711,0.078848,0.066302,0.130216,0.278811,0.179464,-0.150658,-0.423363,0.372519,0.875847,0.600497,-0.361330,0.097415,0.208730,0.006527,-0.008152,0.217312,0.477628,-0.401625,0.179225
238,-0.289280,-0.159081,0.195198,0.320968,0.559557,0.288836,-0.044596,-0.132160,0.841237,0.363315,0.107164,0.134174,-0.045570,-0.005685,0.227191,0.065577,0.070757,0.538564,0.224829,0.006561
239,-0.468172,-0.058858,-0.045653,-0.011833,0.315819,0.129585,0.013739,-0.508251,0.127094,0.393273,0.376899,-0.358370,0.077060,0.039758,-0.034883,0.002877,0.440416,0.363401,-0.059215,-0.083668
240,-0.055267,-0.190068,-0.273432,0.237673,0.009845,-0.024196,0.169136,-0.172961,0.286942,0.159476,-0.143748,-0.079948,0.010228,0.027175,-0.072099,0.245971,0.169475,-0.024270,-0.191119,0.121424
241,-0.224324,-0.216086,-0.284690,0.328372,0.055714,0.019688,-0.005258,-0.376618,0.313876,0.365538,-0.012208,-0.098642,0.079113,0.005307,-0.059883,0.125131,0.288126,0.222615,-0.113468,0.086853
242,-0.371448,-0.129624,0.035465,0.306064,0.310926,0.357118,-0.070729,-0.604884,0.358604,0.833196,0.382174,-0.333213,0.202597,0.131054,0.113930,0.120536,0.369015,0.246733,-0.073534,0.083890
243,-0.413407,-0.089167,-0.060607,0.561584,0.104984,0.225643,-0.114879,-0.516459,0.566603,0.701930,0.050672,-0.226408,0.313357,0.202179,0.128039,0.139019,0.141258,0.133880,-0.236503,0.313452
244,-0.803006,-0.156700,-0.427045,0.503832,0.046493,0.389743,-0.423546,-0.958187,0.120350,0.560688,-0.013697,-0.345934,0.289938,0.211057,0.125382,-0.105433,0.457590,0.113719,-0.304710,-0.140174
245,-0.392673,0.057183,0.302017,-0.271432,0.321609,-0.012118,-0.134161,-0.295333,0.445986,0.810793,0.695867,-0.310264,-0.033810,0.070257,-0.020306,0.075197,0.294230,0.596737,-0.253457,0.213227
246,-0.287266,-0.018621,0.203967,-0.087206,0.215972,0.047165,-0.212975,-0.217081,0.251001,0.594186,0.512993,-0.186803,0.160362,0.222426,0.009788,0.056502,0.136910,0.485732,-0.385668,0.114301
247,-0.296902,-0.198623,0.078464,0.497291,0.455220,0.349810,-0.251585,-0.412975,0.356804,0.992048,0.210657,-0.304704,0.193296,0.154340,0.139042,-0.040111,0.232390,0.182640,0.049503,0.039390
248,-0.403058,-0.136953,-0.091275,0.403928,0.185975,0.268249,0.079534,-0.591532,0.559999,0.702475,0.298541,-0.428617,0.054553,0.148610,-0.261062,0.110856,0.614001,0.328619,-0.509379,0.297887
