,vec0,vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,vec11,vec12,vec13,vec14,vec15,vec16,vec17,vec18,vec19
249,-0.219573,-0.020853,-0.167579,0.667995,0.090960,-0.058466,0.040539,-0.438014,0.429660,0.598891,0.271444,0.010044,0.152954,0.158876,-0.218098,0.141523,0.372563,0.291115,-0.575595,0.130311
250,-0.230033,-0.082107,-0.142135,0.669626,0.112901,-0.121277,0.058030,-0.527498,0.427644,0.603264,0.318796,-0.058207,0.153593,0.152191,-0.210557,0.156321,0.327404,0.256194,-0.538681,0.076508
251,-0.187570,-0.041170,0.300396,0.322761,0.296964,0.325888,-0.286809,-0.599042,0.335155,0.669302,0.247641,-0.323481,0.179005,0.199889,0.169301,0.103759,0.129340,0.161187,-0.285241,0.176053
252,-0.389494,-0.190207,-0.151778,0.448351,0.108869,0.226250,-0.164495,-0.692510,0.463362,0.686421,0.225345,-0.343611,0.302745,0.161973,-0.001962,-0.055469,0.296932,0.181599,-0.181654,0.189399
253,-0.358216,-0.201636,0.009811,0.411921,0.528103,0.275054,-0.074892,-0.200786,0.879754,0.316182,-0.072292,0.047491,0.044411,-0.106343,0.195803,-0.024992,0.154019,0.447012,0.268627,0.001460
254,-0.283562,-0.185710,-0.246483,0.540465,0.187866,0.084540,0.005879,-0.447565,0.287891,0.514833,0.164783,-0.035153,0.149123,0.085388,0.009584,0.137734,0.246789,0.208687,-0.245151,0.106272
255,0.049909,-0.401309,0.271165,0.014054,0.334731,0.362860,-0.076903,-0.520853,0.969434,0.355538,0.482072,-0.225639,0.372742,0.807510,0.168877,-0.006156,0.269315,0.275928,-0.394195,0.280996
256,-0.428650,-0.000041,0.657728,0.048469,0.816486,0.475114,-0.227414,-0.503937,0.568912,1.343363,0.928147,-0.615153,-0.192174,0.241605,0.272011,0.021858,0.347048,0.853395,-0.189675,0.134925
257,-0.334404,0.366950,0.235981,-0.149144,0.285164,0.149938,-0.090442,-0.383153,0.301845,0.618343,0.765761,-0.251091,-0.152601,-0.103340,-0.031495,-0.167565,0.202373,0.574341,-0.201391,-0.101993
258,-0.391054,-0.062369,0.287177,-0.087527,0.303762,0.144240,-0.026645,-0.448598,0.497565,0.715119,0.625850,-0.240311,0.032104,0.070548,0.039843,0.154255,0.276094,0.547908,-0.102839,0.121693
259,0.140169,-0.377001,0.041172,0.363873,0.236542,0.407689,0.061305,-0.543524,0.582971,0.480914,0.301531,-0.380857,0.056710,0.428081,-0.125066,-0.028159,0.372995,0.139151,-0.478321,0.108615
260,-0.542802,0.157254,0.203369,-0.046718,0.455653,0.216652,-0.041831,-0.465501,0.510394,0.702025,0.764683,-0.379161,-0.024374,0.045940,-0.083733,-0.089969,0.388717,0.840850,-0.160617,-0.037479
261,-0.237890,0.033179,0.246683,-0.175160,0.390161,0.086456,-0.084381,-0.318027,0.415093,0.603450,0.609948,-0.190943,-0.086673,0.070626,0.008254,0.074701,0.279176,0.578058,-0.112544,0.066836
262,-0.199447,0.080021,0.015294,0.075748,0.186511,0.173124,0.085243,-0.112466,0.115826,0.025923,0.103649,0.005870,-0.082475,-0.111599,-0.104985,0.063952,0.198227,0.344764,-0.062555,-0.012030
263,-0.295163,0.024949,0.196705,-0.070464,0.276408,0.103789,0.027432,-0.158087,0.227065,0.288087,0.423652,-0.157728,-0.071155,0.007328,0.004675,0.100329,0.117430,0.532064,-0.125538,0.090361
264,-0.415440,-0.102644,-0.068008,0.151287,0.264480,0.127241,-0.062036,-0.610729,0.441620,0.619590,0.483398,-0.402901,0.148745,0.100176,0.015421,0.119198,0.444009,0.635241,-0.206055,0.033902
265,0.321391,-0.317510,0.333885,-0.222796,0.315468,0.437692,-0.047325,-0.215892,0.453011,0.081506,0.414935,-0.200577,-0.131931,0.313813,-0.015415,-0.062648,0.289567,0.301122,-0.265102,0.046556
266,-0.245048,0.069435,0.173443,-0.007678,0.173548,0.053179,-0.025741,-0.173472,0.221600,0.365176,0.413863,-0.196930,0.002579,0.102951,0.055055,0.026204,0.086978,0.451924,-0.122422,0.103862
267,-0.268625,0.131892,0.083399,-0.047959,-0.023765,-0.080034,-0.115345,-0.131469,-0.094263,0.168925,0.511566,-0.128962,0.046544,0.051523,0.042800,0.084296,0.031523,0.539497,-0.348905,0.106647
268,-0.285287,0.058083,0.075694,-0.056077,0.149924,0.113465,-0.158176,-0.324809,0.276187,0.558444,0.434098,-0.228511,-0.126422,0.141388,0.074442,0.100490,0.147489,0.500689,-0.304339,0.031796
269,-0.251086,0.047475,0.199685,-0.141209,0.315737,0.053986,0.002423,-0.006759,0.218914,0.305532,0.413360,-0.136352,-0.104425,0.063290,0.079186,0.068920,0.045617,0.606916,-0.048203,0.039218
270,-0.283394,-0.169916,0.269759,0.024127,0.403200,0.257043,-0.154127,-0.302219,0.367470,0.692894,0.487641,-0.338693,0.087111,0.052820,0.048997,-0.118230,0.284389,0.474253,-0.169259,0.162477
271,-0.269461,0.024721,0.134676,0.104202,0.287258,0.281679,-0.073790,-0.476053,0.372941,0.678233,0.486645,-0.271240,0.057767,0.120523,-0.003188,-0.065585,0.387425,0.427619,-0.160729,0.190045
272,-0.225457,-0.109252,0.318908,0.237822,0.352926,0.156921,-0.261355,-0.364828,0.354301,0.544086,0.370255,-0.205135,0.194133,0.132055,0.113616,-0.149344,0.144970,0.492705,-0.259874,0.023556
273,-0.260639,0.141745,0.077751,-0.113952,-0.027362,-0.079928,-0.130696,-0.092664,-0.097982,0.209300,0.543141,-0.156873,0.023540,0.016059,0.014262,0.086294,0.065110,0.548249,-0.315742,0.123404
274,-0.365639,-0.009450,0.219848,-0.099046,0.291853,0.087253,-0.009465,-0.284313,0.222225,0.546554,0.575469,-0.325760,-0.040686,0.142236,0.042348,0.089260,0.189750,0.648164,-0.082276,0.134783
275,-0.493789,0.195880,0.067675,-0.075767,-0.016006,-0.062626,-0.203605,-0.291504,-0.122132,0.317518,0.853495,-0.263484,0.085166,0.012275,0.013104,0.187744,0.097348,0.887931,-0.548503,0.169820
276,-0.149073,-0.003084,0.135691,-0.084552,0.151366,0.028676,0.015706,-0.104861,0.126009,0.284690,0.316823,-0.173137,-0.008399,0.086392,0.031503,0.041474,0.083047,0.315598,-0.039628,0.062520
277,-0.247065,0.014320,0.184194,-0.044090,0.207968,0.092789,-0.022196,-0.204854,0.203822,0.399864,0.425342,-0.175549,-0.063267,0.084355,0.023257,0.070610,0.119064,0.521513,-0.087149,0.119203
278,-0.197640,-0.018090,0.313277,-0.087539,0.379751,0.163032,-0.008866,-0.339501,0.479954,0.602819,0.544084,-0.197174,0.033785,0.142749,0.044899,0.102845,0.357202,0.535790,-0.129340,0.091221
279,-0.449759,0.005520,-0.113628,0.037366,0.289871,0.098802,0.111474,-0.539811,0.110658,0.247926,0.327608,-0.270034,0.073783,0.059573,-0.146516,-0.178999,0.357950,0.315833,-0.047317,-0.076390
280,-0.339108,-0.012920,-0.040367,0.014179,0.358273,0.176719,0.063530,-0.526151,0.240140,0.404739,0.343587,-0.365632,0.113606,0.192144,-0.079728,-0.168788,0.318678,0.346253,-0.152739,0.018980
281,-0.259849,-0.008656,-0.075218,0.021540,0.143298,-0.150731,-0.157637,-0.092804,0.020369,0.216033,0.123273,0.006016,0.104427,0.037783,0.020398,0.099721,0.137190,0.416418,-0.146019,-0.063606
282,0.056426,-0.207287,0.216061,-0.085784,0.510348,0.363097,0.048639,-0.370831,0.319549,0.239786,0.471515,-0.293102,0.021248,0.245319,-0.127784,-0.311846,0.156670,0.284931,-0.050106,0.033361
283,-0.375388,-0.095276,0.204341,0.493742,0.327118,0.418973,-0.364207,-0.458338,0.562150,0.913879,0.213471,-0.315040,0.259946,0.405246,0.340997,-0.135263,0.076000,0.166688,-0.019755,-0.024825
284,-0.468970,-0.132045,0.035755,0.213313,0.387751,0.229843,-0.147430,-0.656475,0.605680,0.947930,0.662364,-0.365646,0.156903,0.116275,0.033515,0.094711,0.405229,0.640062,-0.317755,0.197078
285,-0.517076,-0.039531,0.006399,0.066796,0.399726,0.376368,-0.097308,-0.774586,0.153384,0.986693,0.605378,-0.515273,0.236238,-0.096437,-0.017811,-0.029587,0.418652,0.388609,-0.001574,0.093994
286,-0.336333,0.023624,0.172746,-0.055453,0.407712,0.152819,0.013963,-0.256410,0.340685,0.486154,0.428297,-0.244962,-0.000965,0.024724,0.033343,-0.033360,0.243698,0.452284,-0.073449,0.014700
287,-0.269546,-0.065842,0.321804,-0.022707,0.306609,0.051555,-0.187219,-0.282687,0.387633,0.717781,0.635898,-0.185955,0.015143,0.261599,0.135011,0.011057,-0.045858,0.470467,-0.188286,0.290089
288,-0.402213,0.037763,0.277992,0.074148,0.490566,0.252229,-0.086208,-0.474736,0.446111,0.753802,0.650706,-0.300209,0.037807,0.090318,-0.053602,0.003113,0.351318,0.555184,-0.191965,0.186639
289,0.050155,-0.467786,0.222530,-0.193366,0.439844,0.391968,0.208097,-0.466687,0.648202,0.297685,0.677434,-0.357536,-0.025722,0.411468,-0.126197,-0.076857,0.593806,0.538668,-0.199154,0.137258
290,0.123392,-0.160023,0.271895,-0.324913,0.216306,0.095373,0.094315,-0.064215,0.290793,0.140147,0.552956,-0.173891,-0.077512,0.248351,-0.035218,-0.041503,0.170084,0.511416,-0.143223,0.045991
291,-0.283030,-0.107105,0.397686,-0.265887,0.223805,0.105580,0.008975,-0.463168,0.431284,0.633537,0.491834,-0.489937,0.221084,0.434452,0.127877,0.125076,0.447696,0.454908,-0.251933,0.126584
292,-0.245074,-0.041052,0.253223,0.198222,0.272880,0.251044,-0.139651,-0.373042,0.423249,0.664006,0.458223,-0.381176,0.035579,0.110702,0.002105,-0.014103,0.061997,0.331072,-0.117384,0.129522
293,0.018536,-0.360609,0.327529,-0.181579,0.569794,0.485169,-0.000795,-0.405726,0.498867,0.494355,0.703139,-0.400358,0.044413,0.344308,0.047512,-0.139511,0.496876,0.441425,-0.208274,0.095338
294,-0.006652,-0.108665,0.282020,-0.213188,0.033751,-0.002013,-0.051139,-0.272299,0.282595,0.258327,0.231365,-0.230764,0.235220,0.513200,0.120745,0.133119,0.213128,0.239156,-0.310249,0.143507
295,-0.317120,-0.225407,-0.202405,0.566155,0.126375,0.177847,0.045700,-0.618753,0.369910,0.309202,0.116910,-0.131050,0.230671,0.037767,-0.026971,0.232896,0.402571,0.169361,-0.118663,0.045819
296,0.009816,-0.330722,0.282298,-0.133145,0.379225,0.491190,0.059153,-0.482666,0.599263,0.528840,0.553511,-0.315428,0.108263,0.546748,0.136450,-0.049252,0.430567,0.444885,-0.148691,0.274808
297,0.141925,-0.333822,0.462412,-0.465494,0.177265,0.131378,0.116379,-0.252684,0.443500,0.229995,0.686160,-0.331350,-0.045853,0.587320,-0.059505,0.018313,0.502242,0.408530,-0.277832,0.149720
298,0.064801,-0.214591,0.614077,-0.400677,0.062453,0.215194,0.069376,-0.288018,0.482618,0.359273,0.611167,-0.480419,0.076619,0.756619,0.038661,0.100495,0.406945,0.330535,-0.312937,0.235075
299,-0.466249,-0.162452,-0.602526,0.545174,0.191303,0.220794,0.112771,-0.808490,0.374437,0.351058,0.109226,-0.052176,-0.106860,-0.204249,-0.303289,0.045123,0.724319,0.469966,-0.205335,-0.026265
300,-0.488848,-0.135686,-0.238439,0.177289,0.232271,0.073726,-0.029810,-0.660014,0.185832,0.688836,0.334658,-0.345984,0.164616,-0.052945,-0.161155,0.119001,0.478581,0.496003,-0.248352,0.216854
301,-0.148571,-0.076527,0.373604,-0.387121,-0.019527,0.123499,-0.100948,-0.245341,0.168764,0.436060,0.621815,-0.637995,0.026888,0.455075,-0.016484,0.087234,0.416650,0.285589,-0.242902,0.131491
302,-0.285639,-0.130934,0.536224,-0.399638,0.264188,0.031582,0.008952,-0.392583,0.605018,0.515592,0.630734,-0.419926,0.174772,0.589917,0.151543,0.253407,0.499337,0.738961,-0.455777,0.248354
303,0.077122,-0.020119,0.606127,-0.156896,0.061857,0.140090,-0.194754,-0.211309,0.098257,0.621518,0.340716,-0.224369,-0.248033,-0.109565,-0.204221,0.143685,0.178883,0.369111,-0.274659,0.332642
304,-0.429321,-0.052467,0.083985,-0.294422,0.263671,0.019778,0.143052,-0.170459,0.087604,0.425637,0.386740,-0.448396,-0.068642,-0.098638,-0.097168,0.133241,0.458777,0.397953,0.122803,0.050757
305,-0.478406,-0.100486,0.134105,-0.228224,0.266694,0.105713,0.062959,-0.161056,0.108685,0.561449,0.549354,-0.215066,-0.053799,0.054742,0.017440,0.059896,0.226699,0.342473,0.026895,0.211574
306,-0.364170,0.024236,0.284092,-0.329303,0.454723,0.158732,0.017041,-0.260355,0.323061,0.737441,0.758332,-0.414875,-0.053109,0.107475,-0.015431,0.161552,0.331519,0.687375,-0.057222,0.128441
307,-0.339977,0.037209,0.130087,0.038677,0.425396,0.098399,-0.059640,-0.174283,0.346250,0.377325,0.331973,-0.119348,-0.034476,0.041270,0.053415,0.061199,0.154638,0.590375,-0.162329,0.018594
308,-0.265753,0.206853,0.127768,-0.109749,-0.043271,-0.088215,-0.104388,0.000183,-0.126051,0.040759,0.491343,-0.105425,-0.063127,-0.014823,0.038753,0.144542,-0.042253,0.641751,-0.409401,0.071669
309,-0.245207,0.019248,0.105220,0.069558,0.305885,0.105105,-0.003547,-0.271663,0.299622,0.434608,0.334201,-0.219864,0.015639,0.048242,0.009638,0.020554,0.248609,0.408357,-0.055522,0.067505
310,-0.303151,0.027372,0.090713,-0.259515,0.218182,0.061346,0.080875,-0.182193,0.124853,0.407780,0.403853,-0.327182,-0.065531,-0.014636,-0.080364,0.112932,0.312825,0.350689,0.021978,0.094195
311,-0.206054,-0.072227,0.007139,0.397834,0.087843,-0.147028,-0.142564,-0.571238,0.556994,0.712015,0.438539,-0.049286,0.177254,0.188927,-0.054837,0.002366,0.269349,0.343769,-0.480694,0.217469
312,-0.240719,-0.056581,0.096810,0.217189,0.328059,0.201170,-0.031020,-0.351406,0.314313,0.445199,0.455102,-0.149693,0.105604,0.019102,0.003077,0.102539,0.330627,0.457116,-0.114548,0.094983
313,-0.297014,-0.250417,0.015119,0.179214,0.386487,0.201583,0.078137,-0.506428,0.648791,0.641716,0.292339,-0.322577,0.064089,0.221442,0.034855,0.223575,0.346488,0.461937,-0.150085,0.203883
314,-0.306683,-0.010629,0.114345,0.017635,0.381132,0.158702,-0.029748,-0.381250,0.395997,0.612816,0.488363,-0.232884,0.017602,0.059943,0.020519,0.042924,0.342375,0.506731,-0.074695,0.059327
315,-0.408352,-0.066412,0.525730,-0.170650,0.254296,0.124415,-0.261502,-0.507655,0.251218,1.267173,0.557982,-0.291575,0.057033,-0.067771,-0.144618,0.058223,0.359289,0.238184,-0.100130,0.579085
316,-0.043584,0.258656,0.401195,-0.145912,0.304849,-0.050023,-0.213682,-0.284295,0.673826,0.514967,0.653083,-0.134423,0.029401,0.318743,-0.155338,-0.250545,-0.073343,0.753285,-0.332623,0.199739
317,-0.414220,-0.055218,-0.099612,0.192783,0.283453,0.244308,-0.176624,-0.662870,0.287852,0.639348,0.328539,-0.219316,0.077924,0.093687,-0.074241,0.072714,0.423243,0.400176,-0.155897,-0.040861
318,-0.507883,-0.015863,0.000995,0.220873,0.306146,0.191611,-0.117648,-0.584765,0.215941,0.562677,0.441915,-0.371073,0.068966,-0.043466,-0.037173,-0.050684,0.489466,0.232243,-0.200330,-0.178407
319,-0.028675,0.210375,0.502060,-0.013817,0.265199,-0.133066,-0.548837,-0.494448,0.834594,0.904878,0.360038,-0.210039,0.514417,0.584017,0.197182,-0.131644,0.051221,0.331902,-0.581595,0.476218
320,-0.066793,-0.225837,0.234670,0.075412,0.066585,0.017954,0.043721,-0.267236,0.351951,-0.000528,0.019452,-0.064461,0.088801,0.294256,0.117020,0.146985,0.210544,0.169081,-0.074343,0.118871
321,-0.394809,-0.010428,0.306131,-0.135860,0.346038,0.235992,-0.106103,-0.411323,0.348216,0.771692,0.649357,-0.374578,0.013894,0.080744,-0.038935,0.038150,0.385526,0.545922,-0.137685,0.227216
322,-0.168418,0.002897,0.300072,-0.501107,0.371617,0.005605,0.018757,0.032398,0.186434,0.479800,0.516758,-0.240833,-0.077070,0.030351,-0.060998,0.099167,0.106888,0.427836,0.039988,0.061645
323,-0.531732,-0.010582,0.286774,-0.599182,0.474934,0.096780,0.118089,-0.172286,0.342097,0.803044,0.869191,-0.438525,-0.182171,-0.117459,-0.155645,0.124068,0.483063,0.573740,0.063206,0.158961
324,-0.243753,-0.011723,-0.113134,-0.355128,0.040455,0.014266,0.083319,-0.017451,-0.177899,0.105184,0.375439,-0.327125,-0.153606,-0.152685,-0.277536,-0.010590,0.448961,0.146773,0.049421,-0.150201
325,-0.228207,-0.062656,0.078953,-0.389855,-0.108562,-0.098468,0.182925,-0.072991,-0.041044,0.295822,0.445448,-0.467234,-0.072934,-0.040560,-0.248664,0.156335,0.495652,0.115812,-0.111858,0.153522
326,-0.394026,-0.130216,-0.278923,-0.403708,0.002727,-0.126584,0.187647,-0.203796,-0.049268,-0.067244,0.279101,-0.367308,-0.000789,-0.084137,-0.117502,0.101879,0.444851,0.155971,0.016470,-0.137041
327,-0.205203,-0.007124,0.140016,-0.070593,0.317372,0.107257,-0.023600,-0.297008,0.411265,0.389572,0.291973,-0.087803,0.111292,0.122263,0.141958,0.072171,0.135065,0.286335,-0.132342,-0.033796
328,-0.473139,-0.123409,0.072396,0.104028,0.616178,0.255368,-0.045740,-0.348576,0.827842,0.626047,0.277589,-0.063135,-0.044472,-0.095368,0.028303,0.137314,0.399307,0.833377,0.100205,0.058954
329,-0.415568,-0.052600,0.040629,0.205461,0.362693,0.137727,-0.172568,-0.567805,0.611118,0.834813,0.488585,-0.242940,0.141321,0.177090,0.052820,0.013066,0.279876,0.537208,-0.183258,0.154649
330,-0.342390,0.002724,0.068125,-0.111688,0.172123,0.073316,0.108174,-0.270275,0.153425,0.426019,0.401551,-0.433891,-0.077074,-0.081013,-0.151355,0.058129,0.501187,0.317144,-0.051067,0.092858
331,-0.200983,-0.025658,0.122981,-0.082428,0.384232,0.064087,-0.047314,-0.106604,0.659797,0.300791,0.281620,0.084617,-0.132481,-0.124952,0.135538,0.125896,0.099133,0.549182,-0.013802,0.056436
332,-0.267750,-0.057506,0.156892,0.027653,0.289723,0.097395,-0.112546,-0.355436,0.657671,0.557834,0.398536,-0.076321,0.006939,0.017987,0.023492,0.046459,0.207911,0.536519,-0.158910,0.097676
333,-0.300752,-0.151671,-0.086355,0.319821,0.076282,0.153990,0.018652,-0.507585,0.301383,0.437738,0.081986,-0.147459,0.219799,0.030048,0.077245,0.160053,0.073278,0.125457,-0.074339,0.134230
334,-0.447131,-0.097858,-0.161748,0.262114,0.115093,0.030568,-0.028406,-0.600665,0.121518,0.328781,0.154418,-0.330624,0.109478,-0.066625,-0.041788,0.139728,0.495211,0.288603,-0.134106,-0.091038
335,-0.301912,-0.010530,-0.038705,0.123498,0.202779,0.328165,-0.154874,-0.534370,0.231459,0.270214,0.269342,-0.355392,-0.130872,0.036797,-0.241508,0.025296,0.547287,0.499868,-0.266141,-0.083408
336,-0.237304,-0.063743,-0.060219,0.219628,0.128767,0.200127,-0.069842,-0.450948,0.231862,0.523448,0.132920,-0.202335,0.195744,0.037537,-0.001753,-0.004905,0.079629,0.117426,-0.121794,0.133906
337,-0.258623,0.057430,0.114584,0.027568,0.390145,0.133535,0.012323,-0.255419,0.404505,0.349614,0.303614,-0.164070,-0.010748,0.030349,0.067888,0.044703,0.194935,0.499029,-0.043132,0.050818
338,-0.313157,-0.057922,0.111832,0.063847,0.284480,0.107496,0.064891,-0.167305,0.334567,0.353617,0.247887,-0.114743,-0.034077,-0.033702,0.004967,0.097761,0.161707,0.465665,-0.134078,0.026835
339,-0.050978,0.208067,0.324938,-0.169071,0.337766,-0.050407,-0.155600,-0.283873,0.620555,0.569633,0.667917,-0.198405,0.017834,0.293449,-0.157809,-0.166819,0.011185,0.675698,-0.361504,0.113806
340,-0.130188,0.021092,0.272101,-0.200495,0.299620,0.001399,0.015990,-0.054753,0.133278,0.340036,0.450300,-0.121546,-0.090635,0.164618,0.067947,0.097340,-0.048945,0.467586,0.039295,0.102808
341,-0.192884,0.068317,0.005322,-0.029826,0.232374,0.050449,-0.069783,-0.243441,0.261667,0.326081,0.257177,-0.064354,-0.031745,0.046654,-0.019385,0.018869,0.214502,0.306257,-0.087575,-0.033678
342,-0.181708,-0.003489,0.356614,0.067677,0.421533,0.236743,0.013706,-0.285729,0.461158,0.457084,0.253864,-0.200441,-0.070820,0.113005,0.139619,0.090622,0.027311,0.394062,0.039910,0.057997
343,-0.169157,-0.034186,0.216176,0.109483,0.267877,0.051784,-0.043875,-0.251327,0.315641,0.494153,0.282378,-0.131553,0.040970,0.049875,0.011674,0.086172,0.117968,0.321318,0.034880,0.087561
344,-0.306747,0.106292,0.136641,0.099512,0.498674,0.075872,-0.168419,-0.244976,0.346633,0.528520,0.389259,-0.056271,0.019449,0.084535,0.147732,0.051180,0.075098,0.548548,-0.199872,-0.034635
345,-0.305315,-0.047066,-0.116107,-0.061459,0.146734,0.062765,-0.020894,-0.237562,0.129251,0.175876,0.232953,-0.191251,0.042613,-0.063096,-0.102357,0.022700,0.292280,0.222921,0.009228,-0.133222
346,-0.304083,-0.039594,0.096495,0.156002,0.362402,0.207171,-0.050342,-0.387249,0.350913,0.636539,0.391831,-0.251018,0.024065,0.084357,0.011859,0.053782,0.310985,0.390768,-0.160516,0.136106
347,-0.080399,-0.031255,0.042310,0.253137,0.172514,0.113220,-0.023660,-0.250420,0.281332,0.395872,0.160132,-0.073400,0.079508,0.060706,0.108414,0.084971,0.085085,0.208171,-0.061387,0.007164
348,-0.060837,-0.078904,-0.040564,0.395805,0.086341,0.066563,0.024429,-0.179787,0.202431,0.138211,-0.045758,0.042512,0.103303,0.036133,0.163613,0.118551,-0.058950,0.024430,-0.074320,-0.103456
349,-0.305407,-0.145725,-0.142333,0.259064,0.131351,0.213770,-0.064524,-0.485217,0.359509,0.547323,0.118861,-0.207916,0.015933,0.134744,0.035953,0.041395,0.190566,0.251099,-0.160680,0.132099
350,-0.293007,-0.089766,0.151868,0.128246,0.337898,0.174111,0.066116,-0.300958,0.403438,0.323773,0.195646,-0.130963,-0.050085,0.011482,0.091894,0.068509,0.178319,0.436796,0.028051,0.065749
351,-0.203714,-0.072216,0.174974,0.140856,0.197080,0.047194,0.068674,-0.251034,0.258811,0.297028,0.382532,-0.011379,-0.060410,-0.043396,0.035297,0.122391,0.136909,0.425525,-0.024392,-0.010291
352,-0.084974,-0.104872,0.156149,-0.029129,0.279170,0.095688,0.101788,-0.193586,0.245318,0.402226,0.278393,-0.261886,-0.007537,0.252384,0.071048,0.225070,0.038695,0.271515,0.097156,0.165859
353,-0.460684,0.046094,0.213940,-0.079211,0.411541,0.175427,-0.112601,-0.384651,0.429602,0.751905,0.642412,-0.419171,-0.076956,0.124719,-0.012381,0.109573,0.368065,0.642827,-0.201108,0.024665
354,-0.325968,-0.029853,0.058073,0.115271,0.327057,0.125927,0.037623,-0.472267,0.362684,0.510094,0.393967,-0.325040,-0.010782,0.076044,-0.044606,0.043526,0.394427,0.527048,-0.117169,0.088674
355,-0.112025,-0.195844,0.504168,-0.230913,0.261169,0.132173,-0.038075,-0.441031,0.481233,0.542378,0.511703,-0.416772,0.221226,0.691694,0.225670,0.183787,0.295907,0.522229,-0.166956,0.226608
356,-0.359568,0.055986,-0.000714,0.013399,0.455102,0.020820,0.086703,-0.426362,0.500471,0.404673,0.431799,-0.086226,-0.132434,0.015604,-0.047973,0.032347,0.327695,0.650849,-0.124620,-0.059326
357,-0.446739,0.061335,0.307719,-0.056177,0.426901,0.179583,0.010087,-0.495738,0.421726,0.960692,0.761337,-0.450098,0.059770,0.112437,-0.012743,-0.030849,0.453867,0.673802,-0.216209,0.192995
358,-0.138529,-0.001207,0.025571,0.063630,0.141784,0.206357,-0.088855,-0.324983,0.241652,0.546012,0.330102,-0.133391,0.079660,0.055652,-0.036761,-0.123705,0.113434,0.212379,-0.053178,0.135830
359,-0.090101,-0.039707,0.174989,-0.003233,0.206034,0.071849,-0.040485,-0.264405,0.379476,0.330964,0.223511,-0.053300,0.115395,0.171518,0.162244,0.083999,-0.000355,0.194047,-0.029137,0.073433
360,-0.174429,-0.159103,0.031667,0.166042,0.152221,0.039104,-0.012674,-0.371616,0.209617,0.381502,0.167012,-0.132695,0.087293,0.005132,0.065776,0.131722,0.173619,0.204975,-0.012766,0.112822
361,-0.238674,-0.063821,0.115412,0.133767,0.258201,0.130298,-0.007699,-0.380388,0.436271,0.538965,0.411032,-0.137957,0.100386,0.091758,-0.013330,0.093035,0.258388,0.391917,-0.125617,0.014318
362,-0.244521,-0.067627,0.352929,0.206704,0.598934,0.492252,-0.313262,-0.317340,0.309224,0.770110,0.465202,-0.331652,0.020978,0.164333,0.197694,-0.068411,0.289980,0.300312,-0.063775,-0.089152
363,-0.328984,0.017586,0.279147,-0.190021,0.415262,0.197213,-0.033689,-0.216196,0.164085,0.637007,0.484710,-0.417509,-0.056694,0.008883,-0.011583,0.032772,0.299106,0.500349,-0.007225,0.084318
364,-0.278258,0.031935,0.113484,-0.095259,0.318580,0.186500,0.026654,-0.327532,0.360927,0.507089,0.441190,-0.186279,-0.082635,-0.033005,-0.007460,0.068093,0.327617,0.503777,-0.089457,0.015168
365,-0.262840,-0.025106,0.127021,0.021770,0.264800,0.141583,-0.006255,-0.309189,0.270811,0.482982,0.323802,-0.235733,0.033816,0.070256,0.042183,-0.008109,0.229960,0.354547,-0.087143,0.095109
366,-0.495516,-0.053920,-0.067864,-0.328775,0.185462,-0.010329,0.141383,-0.308584,0.029391,0.322927,0.414171,-0.487031,0.025870,0.001758,-0.070381,0.133276,0.483506,0.395013,0.016009,-0.056591
367,-0.215684,-0.135471,0.318753,-0.720544,0.054097,0.001828,0.092245,-0.252451,0.091667,0.386484,0.537932,-0.653548,0.179089,0.514304,0.048603,0.209501,0.486147,0.381211,-0.068091,0.154612
368,-0.187938,-0.036199,0.218117,-0.502449,0.385910,-0.003542,0.190019,-0.017557,-0.021210,0.488213,0.486774,-0.312084,-0.078541,0.041828,-0.088334,0.202882,0.246038,0.328891,0.276245,0.105883
369,-0.203779,-0.164392,0.054385,-0.061404,0.235604,-0.027734,0.179154,-0.139354,0.224513,-0.058523,0.058016,-0.079134,-0.071217,-0.107348,0.001701,0.097558,0.232312,0.257916,0.097127,-0.100568
370,-0.629097,-0.193922,-0.278454,0.111455,0.171680,0.170310,0.106027,-0.713100,0.145129,0.354742,0.242223,-0.360826,0.205206,-0.003810,0.040566,0.001848,0.399850,0.297436,-0.087529,-0.073795
371,-0.254628,0.019226,-0.031055,0.119030,0.186014,0.160946,0.013699,-0.328336,0.234973,0.404848,0.254665,-0.272708,-0.009231,0.035467,-0.129979,-0.002042,0.356867,0.319066,-0.125005,0.027404
372,-0.041120,-0.267390,0.117184,-0.511753,0.269935,0.139238,0.154778,-0.168364,0.319159,0.278745,0.654829,-0.476364,-0.067347,0.227253,-0.109684,0.043089,0.513810,0.416889,-0.108750,0.109502
373,-0.392268,-0.073642,-0.017287,-0.218133,0.172019,-0.029712,0.184855,-0.323820,-0.026055,0.514891,0.409334,-0.461005,-0.122023,-0.194543,-0.233051,0.112664,0.642265,0.319958,0.097325,0.056067
374,-0.473799,-0.178486,-0.176994,0.077293,-0.101621,-0.030383,0.303564,-0.513521,-0.339091,0.595881,0.119709,-0.526748,0.054296,-0.357601,-0.313181,0.217233,0.780001,0.030220,0.155610,0.194336
375,-0.228248,-0.175800,-0.187805,0.212872,0.052520,0.006676,0.106012,-0.332802,0.103591,0.255556,0.019935,-0.160007,0.028778,-0.103839,-0.118606,0.072649,0.423164,0.074811,0.018375,0.074454
